,name,has_test,response_letter_required,published_at,archived,alternate_url,id,trusted,from,to,currency,gross,raw,lat,lng,responsibility,requirement,metro,role
83,Тестировщик,False,False,2024-05-28T13:42:03+0300,False,https://hh.ru/vacancy/99731827,full,True,,,,,,,,"Управление качеством разрабатываемых программных продуктов на всех стадиях их разработки, а именно: взаимодействие за заказчиками модификаций и командой разработки, изучение...","Опыт тестирования коммерческих программных продуктов (веб-приложений, мобильных приложений, API) от двух лет. Понимание общих принципов создания программных продуктов, базовые...",,Тестировщик
84,Аналитик угроз в SOC,False,False,2024-05-28T10:32:27+0300,False,https://hh.ru/vacancy/89541050,full,True,,,,,"Санкт-Петербург, Кронштадтская улица, 10",59.87416,30.255537,"Разработка и предоставление рекомендаций по выявленным угрозам и уязвимостям. Разработка, актуализация и внедрение новых правил нормализации, корреляции, обогащения в SIEM...","Понимание индикаторов компрометации информационных систем и методов их обнаружения. Навыки программирования на <highlighttext>Python</highlighttext>, Golang или любом другом скриптовом языке для...",Автово,Специалист по информационной безопасности
85,Аналитик SOC L2,False,False,2024-05-28T10:32:26+0300,False,https://hh.ru/vacancy/85021802,full,True,,,,,"Санкт-Петербург, Кронштадтская улица, 10",59.87416,30.255537,"Выявлять потенциальные вектора атак, разработка и документирование методов обнаружения данных атак. Выявлять и расследовать инциденты информационной безопасности. Обогащение информации по...","Умение автоматизировать свою деятельность (Bash, <highlighttext>Python</highlighttext>, PowerShell, etc). Опыт работы с SIEM системами (Ankey или MaxPatrol SIEM будут плюсом). ",Автово,Специалист по информационной безопасности
86,Менеджер проектов,False,False,2024-05-29T14:01:07+0300,False,https://hh.ru/vacancy/100607893,full,True,,,,,"Санкт-Петербург, Невский проспект, 104",59.931882,30.356589,Работать в подразделении внутреннего консалтинга под руководством CEO Скандинавии. Придумывать и лидировать проекты по повышению операционной эффективности. Анализировать ключевые метрики...,"Продвинуто владеешь как минимум Excel и PowerPoint, знаешь основы SQL, BI, умеешь или готов научиться <highlighttext>Python</highlighttext>. Знаешь основы проектного управления...",,Руководитель проектов
87,Аналитик процессов в SOC,False,False,2024-05-28T10:32:27+0300,False,https://hh.ru/vacancy/89541316,full,True,,,,,"Санкт-Петербург, Кронштадтская улица, 10",59.87416,30.255537,"Разработка плейбуков для системы управления инцидентами (IRP). Разработка сценариев реагирования для системы оркестрации событий информационной безопасности (SOAR). Разработка, актуализация и...","Понимание IRP, SOAR и SIEM систем. Навыки программирования на <highlighttext>Python</highlighttext>, Golang или любом другом скриптовом языке для разработки сценариев реагирования.",Автово,Специалист по информационной безопасности
88,Cпециалист по трехмерному геологическому моделированию месторождений УВ,False,False,2024-05-28T17:43:42+0300,False,https://hh.ru/vacancy/100522085,full,True,,,,,"Санкт-Петербург, Малоохтинский проспект, 45",59.933911,30.401864,"Сбор, анализ и обработка исходных данных для использования в работе. Создание геологических моделей месторождений. Оперативное уточнение постоянно действующих трехмерных геологических...","Владение программными продуктами MS Office (Excel, Power Point, Word) на уровне опытного пользователя. Знание языков программирования <highlighttext>Python</highlighttext>, VBA и др. ",,Геолог
89,Frontend (Angular) Developer,False,False,2024-05-29T15:09:13+0300,False,https://hh.ru/vacancy/100615806,full,True,150000.0,,RUR,False,"Санкт-Петербург, 9-я линия Васильевского острова, 34",59.941087,30.277097,"Разработка новой функциональности и улучшение имеющейся. Тесное взаимодействие с backend-разработчиками (<highlighttext>Python</highlighttext>, Golang). Поддержание кодовой базы в актуальном состоянии (библиотеки...","Имеет опыт работы с Angular 2,5+ лет. Уверенно владеет Git. Понимает принципы работы одностраничных приложений (SPA). ",Василеостровская,"Программист, разработчик"
90,Репетитор по информатике (удаленно),False,False,2024-05-29T09:35:40+0300,False,https://hh.ru/vacancy/92767713,part,True,30000.0,72000.0,RUR,True,,,,Проводить диагностику знаний с новыми учениками. Составлять индивидуальную учебную программу для каждого ученика. Вести регулярные занятия на платформе. ,Педагогическое или профильное образование. Опыт преподавания или репетиторской деятельности от 6 месяцев. Уверенные знания школьной программы по информатике. ,,"Учитель, преподаватель, педагог"
91,Риск-аналитик,False,False,2024-05-27T17:41:14+0300,False,https://hh.ru/vacancy/90772203,full,True,,108000.0,RUR,False,"Санкт-Петербург, Большой Сампсониевский проспект, 28к2",59.963778,30.343392,Разработка автоматизированной стратегии принятия решений в ПО Loginom. Разработка тест-кейсов и проведение тестирования функционала стратегии. Постановка задач на доработки...,"Опыт работы в аналитике 1-2 года. Знание SQL, <highlighttext>Python</highlighttext>. Опыт работы с массивами данных MS Office (Power query, power...",Выборгская,"Финансовый аналитик, инвестиционный аналитик"
92,Стажер DevOps специалист,True,False,2024-05-27T12:07:04+0300,False,https://hh.ru/vacancy/100340042,probation,True,50000.0,50000.0,RUR,True,"Санкт-Петербург, Дивенская улица, 1",59.959494,30.319398,Обеспечение рабочей техникой и необходимым ПО. Выполнить тестовое задание в офисе (приглашение на тест придет дополнительно).,Знание и понимание цикла разработки ПО. Умение писать простые скрипты на bash/<highlighttext>python</highlighttext>/golang. Наставничество от профессионалов с сфере IT...,,DevOps-инженер
93,Старший разработчик Object Pascal / Delphi (техлид),False,False,2024-05-28T15:12:43+0300,False,https://hh.ru/vacancy/96102447,full,True,250000.0,,RUR,True,,,,"Техническое лидерство в небольшой команде (сейчас четыре разработчика, до конца года планируем взять ещё двоих), включает в себя, но не...","...будут: опыт в кроссплатформенной разработке (конкретно Windows и Linux), интерес к разработке SCADA-систем, владение и/или интерес к <highlighttext>Python</highlighttext>.",,"Программист, разработчик"
94,BIM-координатор,False,False,2024-05-29T09:40:12+0300,False,https://hh.ru/vacancy/94755046,full,True,,,,,"Санкт-Петербург, Невский проспект, 55",59.931999,30.350292,"Проверка входящих моделей на соответствие EIR, выдача замечаний, контроль исправления, автоматизация проверок. Согласование BEP c Подрядчиками, контроль актуальности BEP на...","Уверенное владение Autodesk Revit, Navisworks. Уверенные навыки в создании семейств. Знание Dynamo, <highlighttext>Python</highlighttext> будет преимуществом. Уверенные коммуникационные навыки, способность доходчиво...",Маяковская,"Инженер-конструктор, инженер-проектировщик"
95,DevOps Engineer,False,False,2024-06-12T13:32:58+0300,False,https://hh.ru/vacancy/99835063,full,True,200000.0,250000.0,RUR,False,,,,,"Практический опыт разработки на таких языках, как <highlighttext>Python</highlighttext>, Bash. — Понимание процессов и методологий разработки ПО. — Практические навыки отладки и решения...",,"Программист, разработчик"
96,Сетевой инженер,False,False,2024-06-03T11:00:36+0300,False,https://hh.ru/vacancy/91740344,full,True,,,,,"Санкт-Петербург, проспект Стачек, 47",59.88144287139574,30.261433286051574,"Efros Defence Operations - программный комплекс, предназначенный для анализа защищенности IT-инфраструктуры, управления доступом, анализа правил межсетевых экранов, визуализации и моделирования...","Будет плюсом знание систем сбора и анализа событий (SIEM): Желательно иметь навыки работы с Bash, PowerShell, <highlighttext>Python</highlighttext>, Curl и пр.. ",,Сетевой инженер
97,ML-инженер,False,False,2024-05-27T14:27:37+0300,False,https://hh.ru/vacancy/77923044,full,True,,,,,"Санкт-Петербург, Херсонская улица, 12-14",59.928654,30.381005,Диалоговые системы. Обучаем финансового ассистента поддерживать разговор и отвечать на запросы пользователей в чате с поддержкой. Компьютерное зрение. ,Глубокое понимание принципов работы современных алгоритмов машинного обучения. Высокий уровень знания <highlighttext>Python</highlighttext>. Умение декомпозировать задачу в переиспользуемые и тестируемые библиотеки...,,"Программист, разработчик"
98,Инженер linux (удаленно),False,False,2024-05-27T11:18:26+0300,False,https://hh.ru/vacancy/100052717,full,True,,,,,,,,Интеграция с внешними системами (Rest/SOAP) с помощью <highlighttext>Python</highlighttext>. Интеграция с телефонией и иными коммуникационными системами заказчика. Работа по разбору...,Опыт администрирования Linux Ubuntu/CentOS. Опыт написания скриптов на bash/<highlighttext>python</highlighttext>. Опыт работы с системами виртуализации. Опыт работы с сервисами...,,Системный администратор
99,"Руководитель группы продуктовой аналитики (Программы лояльности), Ozon Fintech",False,False,2024-05-28T15:33:17+0300,False,https://hh.ru/vacancy/100507844,full,True,,,,,,,,"Управлять командой из 2 человек. Выстраивать операционные ритмы команды (спринты, дейли, демо, стендапы) и контролировать качество решений команды. ","Уверенное владение SQL на уровне написания сложных запросов. Знание <highlighttext>Python</highlighttext> для анализа, визуализации и интерпретации данных. Владение базовыми моделями ML...",,Продуктовый аналитик
0,Junior Technical Project manager,False,False,2024-05-28T10:14:49+0300,False,https://hh.ru/vacancy/100465982,full,True,,,,,,,,"Участие в проработке архитектуры проекта совместно с Менеджерами проектов. Участие в планировании проекта, постановка целей и составление графиков выполнения задач. ","Базовый опыт и понимание специфики любого из направлений: QA, <highlighttext>Python</highlighttext> Dev, BA\SA, Support. Готовность решить тестовое задание на этапе...",,Руководитель проектов
1,Бизнес-аналитик,False,False,2024-05-28T10:04:11+0300,False,https://hh.ru/vacancy/100464516,full,True,,,,,"Санкт-Петербург, Малоохтинский проспект, 64",59.9342040003386,30.40309499949217,"Собирать данные, формировать бизнес-требования, разрабатывать технические задания и дорожные карты разработки и развития продуктов. Проектировать и оптимизировать API и...",Высшее образование в области информационных технологий. Опыт работы в области информационных технологий и бизнес аналитики. Базовые технические знания: языки программирования...,,Бизнес-аналитик
2,Computer vision engineer,False,False,2024-05-27T09:32:28+0300,False,https://hh.ru/vacancy/100306518,full,True,450000.0,,RUR,False,,,,Разработка ПО с применением нейронных сетей и компьютерного зрения для автономных БПЛА.,Опыт программирования на C++ и/или <highlighttext>Python</highlighttext> от 3-х лет. Опыт работы с OpenCV. Опыт работы с распознаванием изображений...,,"Программист, разработчик"
3,Младший системный администратор (Cloud infrastructure),False,False,2024-05-27T17:44:29+0300,False,https://hh.ru/vacancy/100399361,full,True,,,,,"Санкт-Петербург, Цветочная улица, 23",59.886171,30.329442,"Проведение изменений в инфраструктуре. Планирование и проведение работ по обслуживанию инфраструктуры. Диагностика, локализация и решение проблем возникающих в ходе эксплуатации...",Опыт работы с IaC на Puppet. Умение писать скрипты на <highlighttext>Python</highlighttext>/Go. Опыт дебага проблем с железом или на уровне...,Московские ворота,DevOps-инженер
4,MLOps в Яндекс Еду,False,False,2024-05-27T18:56:56+0300,False,https://hh.ru/vacancy/98914492,full,True,,,,,,,,"...пользователей из key-value хранилищ Яндекса. Разрабатывали бэкенд-сервисы на <highlighttext>Python</highlighttext>, C++, Java или Go. Работали с ML-сервисами в...",1. Построить модель здоровья ML-сервисов. На базовом уровне понимаете ML и концепции MLOps.,,"Программист, разработчик"
5,Специалист по автоматизации и развитию голосовых сервисов,False,False,2024-05-27T16:46:41+0300,False,https://hh.ru/vacancy/100393822,full,True,,,,,,,,Развитие и оптимизация систем голосовых сервисов. Внедрение новых систем и сервисов. Участие в разработке архитектуры и выборе способов реализации новых...,Уверенное владение <highlighttext>Python</highlighttext>. Знание SQL на продвинутом уровне. Опыт работы с docker. Опыт работы с Nginx. Опыт работы с REST...,,Аналитик
6,Инженер/Постановщик задач,False,False,2024-05-27T17:09:41+0300,False,https://hh.ru/vacancy/100396099,full,True,,,,,"Санкт - Петербург, Пр. Народного Ополчения, 2",59.854784,30.281822,Участие в разработке программного обеспечения для системы автоматизированной диспетчеризации горных работ в части взаимодействия с пользователями. Постановки задач на разработку. ,"Опыт разработки ПО на языке <highlighttext>Python</highlighttext>, JavaScript работы с реляционными базами данных SQL. Опыт работы в ОС Windows и Linux.",,"Программист, разработчик"
7,Главный специалист по Информационной безопасности (в составе проектных команд),True,False,2024-05-28T14:33:50+0300,False,https://hh.ru/vacancy/100500359,full,True,,,,,"Санкт-Петербург, Киевская улица, 5к4",59.901766,30.323836,"Формулировать требования безопасности к разрабатываемым приложениям (системам) и их архитектуре, с целью выбора оптимального варианта реализации. Участвовать в разработке проектной...","...быстро наладить контакт как со студентами, так и с топ-менеджерами. Будет преимуществом знание одного из языков программирования (Java, <highlighttext>Python</highlighttext>).",,Специалист по информационной безопасности
8,Аналитик (портфельный менеджмент),False,False,2024-05-27T17:41:14+0300,False,https://hh.ru/vacancy/90772184,full,True,,126000.0,RUR,False,"Санкт-Петербург, Большой Сампсониевский проспект, 28к2",59.963778,30.343392,Повышение эффективности автоматизированной стратегии сборов через портфельный и винтажный анализ и постановку задач на доработку стратегии в отдел риск-технологий. ,"Опыт работы в аналитике 1-2 года. Знание SQL, <highlighttext>Python</highlighttext>, MS Office на продвинутом уровне. Оконченное высшее образование. ",Выборгская,Аналитик
9,Системный аналитик (Middle/Middle+),True,False,2024-05-27T12:02:24+0300,False,https://hh.ru/vacancy/100338942,full,True,150000.0,230000.0,RUR,False,,,,Взаимодействовать с Product Owner со стороны заказчика (фиксировать и прорабатывать функциональные требования). Писать постановки команде разработки. Взаимодействовать с дизайнером в...,"Опыт работы в Confluence, Jira. Будет плюсом: Навык программирования на <highlighttext>python</highlighttext> и опыт изучения существующего кода. Умение работать с задачами...",,Системный аналитик
10,Разработчик на С++ в команду ритейла Еды,False,False,2024-05-27T18:56:22+0300,False,https://hh.ru/vacancy/95502457,full,True,,,,,,,,"Проектировать, разрабатывать и развивать микросервисы. Работать с нагруженными сервисами. Писать на С++17. Работать в дружной команде.",Разрабатывали для Unix или Linux. Знакомы с PHP и <highlighttext>Python</highlighttext>.,,"Программист, разработчик"
11,Разработчик на С++ в команду ритейла Еды,False,False,2024-05-27T18:56:25+0300,False,https://hh.ru/vacancy/95502707,full,True,,,,,,,,"Проектировать, разрабатывать и развивать микросервисы. Работать с нагруженными сервисами. Писать на С++17. Работать в дружной команде.",Разрабатывали для Unix или Linux. Знакомы с PHP и <highlighttext>Python</highlighttext>.,,"Программист, разработчик"
12,Разработчик на С++ в команду ритейла Еды,False,False,2024-05-27T18:56:29+0300,False,https://hh.ru/vacancy/95502801,full,True,,,,,,,,"Проектировать, разрабатывать и развивать микросервисы. Работать с нагруженными сервисами. Писать на С++17. Работать в дружной команде.",Разрабатывали для Unix или Linux. Знакомы с PHP и <highlighttext>Python</highlighttext>.,,"Программист, разработчик"
13,Системный администратор Linux (middle),False,False,2024-05-27T15:19:01+0300,False,https://hh.ru/vacancy/100377561,full,True,,,,,,,,Обслуживание и поддержка серверов на базе ОС Linux. Конфигурирования серверов и виртуальных машин. Установка и настройка программного обеспечения. ,Опыт работы с ОС Linux на уровне администратора не менее 6 месяцев. Навыки работы в командной строке и базовые знания...,,Системный администратор
14,Инженер-программист FPGA/ПЛИС,False,False,2024-05-27T11:36:59+0300,False,https://hh.ru/vacancy/100333231,full,True,,,,,"Санкт-Петербург, 6-я линия Васильевского острова, 61",59.949059,30.27221,"Разработка, анализ алгоритмов цифровой обработки сигналов и реализация их в ПЛИС. Разработка сопроводительной документации и написание testbench (Verilog/SystemVerilog/VHDL). ","Знание языков Verilog и/или SystemVerilog, VHDL . Знакомство со скриптовыми языками (perl/<highlighttext>python</highlighttext>/tcl/shell) и make. Опыт работы с...",Василеостровская,"Программист, разработчик"
15,Системный аналитик/System Analysis (стажер),False,False,2024-05-27T08:17:28+0300,False,https://hh.ru/vacancy/100294171,probation,True,70000.0,80000.0,RUR,True,,,,Теоретическое обучение по плану с еженедельными проверками освоения материала.,"Техническое либо экономическое высшее образование. Обязательно: владение основными функциями SQL, знание основных диаграмм UML 2.0, знание web (api, http...",,Системный аналитик
16,QAA-инженер в команду Social,False,False,2024-05-27T09:10:37+0300,False,https://hh.ru/vacancy/92333873,full,True,,,,,,,,Писать функциональные тесты на серверное API и фоновые обработчики данных. Разрабатывать интеграционные тесты (на <highlighttext>Python</highlighttext> 3) и настраивать Continuous Integration. ,Опыт работы с автоматизацией тестирования на <highlighttext>Python</highlighttext> от двух лет. Понимание основ тестирования и владение техниками тест-дизайна. ,,Тестировщик
17,Middle QAA-инженер в команду PRO,False,False,2024-05-27T09:11:09+0300,False,https://hh.ru/vacancy/96707942,full,True,,,,,,,,Приложение: фронт - React (TypeScript); бэк - C#. Авто-тесты: Playwright (<highlighttext>Python</highlighttext>). Отчёты: Allure TestOps. CI/CD: GitLab CI. Deployment: Kubernetes. ,Опыт автоматизации тестирования на <highlighttext>Python</highlighttext> от двух лет. Понимание основ тестирования и владение техниками тест-дизайна. Опыт анализа функциональных/нефункциональных...,,Тестировщик
18,Программист С++,False,False,2024-05-27T14:15:05+0300,False,https://hh.ru/vacancy/98302534,full,True,,,,,"Ломоносовский район, территория Южная часть производственной зоны Горелово, Волхонское шоссе, 4Б",59.784526,30.183376,"Разработка и поддержка ПО на С++. Участие в разработке архитектуры приложений. Написание юнит-тестов. Составление документации. Участие в испытаниях, отладка...","Уверенные знания С++ (11/14/17 стандарты). Владение <highlighttext>Python</highlighttext> - желательно. Опыт использования STL, Boost. Знание Qt (QML). Навыки работы с...",,"Программист, разработчик"
19,DevOps в команду Облачного хранилища,False,False,2024-05-27T17:40:43+0300,False,https://hh.ru/vacancy/100398998,full,True,,,,,,,,Развивать услугу объектного хранилища. Проектировать новые сервисы и оптимизировать работу уже запущенных. Использовать инструменты Puppet и Ansible для написания инфраструктурного...,"Понимание принципов, заложенных в технологиях контейнеризации и виртуализации. Умение читать код на <highlighttext>python</highlighttext>/bash. Опыт развертывания и эксплуатации Kubernetes. ",,Системный администратор
20,Ведущий администратор,False,False,2024-05-28T09:33:18+0300,False,https://hh.ru/vacancy/100460329,full,True,100000.0,,RUR,False,,,,"Администрирование инфраструктуры. Повышать отказоустойчивость и масштабировать системы. Изучать и внедрять новые технологии, сервисы и инструменты. Написание инструкций и документации. ","...служб и протоколов. Умение разбираться в описании багов, тредов по ошибкам и обновлениям. Базовые навыки написания скриптов на bash, <highlighttext>Python</highlighttext>.",,Системный администратор
21,Аналитик данных в группу платежной аналитики,False,False,2024-05-27T12:50:03+0300,False,https://hh.ru/vacancy/100348247,full,True,,,,,,,,"Обрабатывать аналитические запросы от внутренних заказчиков. Интерпретировать статистические данные о финансовой деятельности компании. Оценивать риски проведения платежей, разрабатывать мероприятия, чтобы...","Хорошо понимаете математику и владеете основами статистики. Программируете на <highlighttext>Python</highlighttext> и знаете SQL, работали с массивами данных. Умеете читать документацию...",,Продуктовый аналитик
22,Site Reliability Engineer,False,False,2024-05-27T15:28:38+0300,False,https://hh.ru/vacancy/100379488,full,True,,,,,,,,Разрабатывать инструменты для повышения надежности информационных систем. Участвовать в устранении сбоев и расследовании их причин. Повышать Observability приложений. ,"Разделяете принцип проактивности: лучше предотвратить сбой, чем потом его устранять. Понимаете принципы построения CI/CD-пайплайнов и IaC-подхода.",,DevOps-инженер
23,Системный аналитик,False,False,2024-05-27T10:59:33+0300,False,https://hh.ru/vacancy/100325692,full,True,,,,,"Санкт-Петербург, 6-я линия В.О., 63",59.947428678026824,30.27499504387379,"Анализ, детализация и доработка постановки совместно с заказчиком. Идентификация имеющихся данных в слоях DWH, профилирование данных. Формирование требований к тестированию...","Опыт работы на позиции Системного аналитика на проектах DWH и BI. Понимание принципов работы с SQL (аналитические функции, оконные функции...",,Системный аналитик
24,Специалист по технической защите информации (ТЗИ).Пентестер (pentester).,False,False,2024-05-27T11:10:07+0300,False,https://hh.ru/vacancy/94278213,full,True,,,,,"Санкт-Петербург, Пионерская улица, 44",59.962597,30.277214,"Аудит и анализ защищенности автоматизированных систем (ИС, ИКТС, АСУ ТП). Разработка практических и методических рекомендаций по устранению найденных недостатков и...","Опыт администрирования ОС Linux/Windows, коммуникационного оборудования. Опыт разработки на одном из языков: <highlighttext>python</highlighttext>, С++, C#, VB (ASP, ASP.NET), Java...",,Специалист по информационной безопасности
25,Senior QA-инженер в команду UGC,False,False,2024-05-27T09:10:48+0300,False,https://hh.ru/vacancy/95409823,full,True,,,,,,,,Разрабатывать е2е тесты (на <highlighttext>Python</highlighttext> 3) и настраивать Continuous Integration. Участвовать в проработке архитектуры сервисов и интерфейсов их...,Ты будешь. Опыт работы с автоматизацией тестирования от трех лет. Понимание основ тестирования и владение техниками тест-дизайна. ,,Тестировщик
26,DBA (Postgres),False,False,2024-05-27T10:22:00+0300,False,https://hh.ru/vacancy/100316808,full,True,,,,,,,,"Администрированием кластеров PostgreSQL. Обеспечением их производительности и отказоустойчивости. Взаимодействием с разработкой по формированием структур данных (анализ DDL, профилирование тяжелых запросов). ","Linux (навыки траблшутинга и выявления узких мест в производительности). Скриптинг (bash, <highlighttext>python</highlighttext>). Понимание сетей TCP/IP на уровне базового траблшутинга. ",,Системный администратор
27,Middle DevOps engineer (SberBrowser),False,False,2024-05-27T11:59:00+0300,False,https://hh.ru/vacancy/100337703,full,True,,,,,,,,Автоматизация процесса разработки продукта. Создание инструментов и инструкций для работы команды разработки. Поддержка и развитие инфраструктуры продукта в промышленной и...,"Знание ОС GNU/Linux на уровне администратора. Базовое знание скриптовых языков — <highlighttext>Python</highlighttext>, Groovy. Опыт работы с системами сборки приложений — maven...",,Специалист технической поддержки
28,"Старший специалист по тестированию (Логистика, Группа тестирования мобильных приложений)",False,False,2024-05-27T19:00:57+0300,False,https://hh.ru/vacancy/100406003,full,True,,,,,,,,Ручное тестирование мобильного приложения и backend сервисов. Создавать автотесты на бизнес-логику приложения + интеграционные. Поддерживать и развивать API-автотесты...,"Понимание принципов микросервисной архитектуры. Опыт в написании автотестов (Kotlin или <highlighttext>Python</highlighttext>). Обладание базовыми знаниями SQL. Умение работать с Postman, снифферами...",,Тестировщик
29,PHP разработчик в команду разработки сервисов процессинга заказов Еды,False,False,2024-05-27T17:42:09+0300,False,https://hh.ru/vacancy/100399263,full,True,,,,,,,,Яндекс Еда — сервис по доставке блюд из ресторанов и продуктов из магазинов. Наша команда отвечает за успешное и своевременное прохождение...,"Готовы первое время писать на PHP, а потом перейти на C++. Умеете проектировать архитектуру в распределённых системах.",,"Программист, разработчик"
30,Golang developer (Sbercontact),False,False,2024-05-27T10:11:00+0300,False,https://hh.ru/vacancy/100314252,full,True,,,,,,,,"Разработка, профилирование и оптимизация серверной части. Участие в планировании релизов. Проведение code review. Участие в развитии команды. Взаимодействие с другими...",Опыт работы в команде. Опыт коммерческой разработки с использованием С/С++. Опыт коммерческой разработки с использованием Java/<highlighttext>Python</highlighttext>.,,"Программист, разработчик"
31,Аналитик в команду внедрения ботов (со знанием английского и немецкого),False,True,2024-05-27T11:18:26+0300,False,https://hh.ru/vacancy/95059913,full,True,,,,,,,,"Коммуникации с внешним заказчиком в части сбора и фиксации требований, подготовка и проведение демонстраций ПО и прикладных решений. ",Высокий уровень самостоятельности. Интерес к технологиям распознавания речи. Высшее техническое образование или образование в сфере лингвистики. Знание <highlighttext>python</highlighttext>. ,,Аналитик
32,C++ разработчик в 3D Карту,False,False,2024-05-27T10:25:01+0300,False,https://hh.ru/vacancy/100317421,full,True,,,,,,,,"C++20, <highlighttext>Python</highlighttext> 3, CMake, Jenkins. Для ревью и сборки на CI используем Bitbucket Server и Jenkins, перед каждым мержем...","Имеешь опыт работы с графическим API (Metal, OpenGL, DirectX, Vulkan). Имеешь опыт написания шейдерных программ. Знаешь основные алгоритмы и структуры...",,"Программист, разработчик"
33,Инженер по сопровождению (Private Banking),False,False,2024-05-27T10:20:00+0300,False,https://hh.ru/vacancy/100316167,full,True,,,,,,,,"Внедрение, автоматизация и администрирование АС банка на современном стеке. Проведение приемо-сдаточных испытаний (ПСИ), выполнение регламентных работ и внедрений в...","...подобными операционными системами. Знание методологии ITSM/ITIL. Знание основ SLA/TLA/OLA. Базовые знания скриптовых языков (Bash, PowerShell, <highlighttext>Python</highlighttext>, YAML).",,Специалист технической поддержки
34,QA Lead в команду Online,False,False,2024-05-27T09:10:57+0300,False,https://hh.ru/vacancy/96707738,full,True,,,,,,,,Разработка на TypeScript + React. Тесты пишем на <highlighttext>Python</highlighttext> + Pytest + Selenium + Moon. Отчёты автотестов смотрим в Allure...,"Понимаешь теорию и цели тестирования, клиент-серверную архитектуру.",,Тестировщик
35,Младший актуарий / стажер актуарной группы — Группа по предоставлению актуарных решений,False,False,2024-05-27T14:21:33+0300,False,https://hh.ru/vacancy/94634792,full,True,,,,,,,,"Выполнение расчетов и консультирование клиентов по вопросам моделирования и оценки обязательств/резервов для компаний, специализирующихся на страховании жизни, общем страховании...","Высокий уровень владения Excel и другими инструментами MS Office. Знание основ VBA, R, <highlighttext>Python</highlighttext>. Отличные навыки устного и письменного общения...",,Аналитик
36,Аналитик по расследованию компьютерных инцидентов,True,False,2024-05-27T10:26:57+0300,False,https://hh.ru/vacancy/100317935,full,True,,,,,,,,"Реагировать/расследовать инциденты кибербезопасности, разрабатывать планы реагирования. Собирать и анализировать материалы (дампы сетевого трафика, образы дисков, дампы памяти, системные журналы...",Знаком с операционными системами Windows/Linux на уровне администратора. Имеешь навыки автоматизации (программирования) рабочих задач (Powershell / <highlighttext>Python</highlighttext> / Bash).,,Специалист по информационной безопасности
37,Senior С++ разработчик в Mobile SDK,False,False,2024-05-27T08:53:17+0300,False,https://hh.ru/vacancy/91837091,full,True,,,,,,,,"Работа с картой — инструменты управления и визуализация различных данных. Навигатор — построение и обновление маршрута, притяжка геопозиции к линии маршрута, поездка...","Опыт разработки многопоточных приложений. Навыки измерения производительности и профилирования графических программ. Опыт работы с Jenkins, знание <highlighttext>Python</highlighttext>, CMake.",,"Программист, разработчик"
38,DevOps Engineer (Project),False,False,2024-05-27T11:27:07+0300,False,https://hh.ru/vacancy/100331273,full,True,5000.0,,EUR,False,"Лимасол, Αρχιεπισκόπου Μακαρίου Γ'",34.701631,33.046594,"Working with Kafka, Postgres.","Experience writing automation scripts with Bash, <highlighttext>Python</highlighttext>, Go. For Senior: Excellent understanding of high-load web applications, how to organize...",,DevOps-инженер
39,Старший аналитик в Яндекс Недвижимость,False,False,2024-05-27T11:01:43+0300,False,https://hh.ru/vacancy/100326205,full,True,,,,,,,,"Умеете использовать статистику и математическое моделирование для глубокого исследования данных. Строили модели временных рядов, регрессионные модели. Владеете <highlighttext>Python</highlighttext>. ","Больше четырёх лет работали в аналитике, из них больше двух с половиной лет - в коммерческой аналитике или аналитике продаж. ",,"BI-аналитик, аналитик данных"
